bank,year,metric,metricName,mainValue,tushareValue,scrapedValue,selectedSource,scrapedSource,relatedScrapedTables,verificationStatus,differenceAbs,differencePct,managementAction
兰州,2025,cet1,核心一级资本充足率,8.21,,8.21,main,special_metrics_long.csv:核心一级资本充足率:p19,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
兰州,2025,liquidityCoverageRatio,流动性覆盖率,180.39,,180.39,main,special_metrics_long.csv:流动性覆盖率:p18,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
北京,2025,roa,总资产收益率,0.4395,,0.44,main,special_metrics_long.csv:总资产收益率:p28,,matched,-0.0005,0.001136,主表值与核验源在容忍阈值内，可进入主报告。
北京,2025,roe,净资产收益率,6.11,,6.11,main,special_metrics_long.csv:加权平均净资产收益率:p28,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
北京,2025,costIncomeRatio,成本收入比,30.9,,30.9,main,special_metrics_long.csv:成本收入比:p28,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
北京,2025,nim,净息差,1.27,,1.27,main,nim_long.csv:nim_pct:p64,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
北京,2025,npl,不良贷款率,1.29,,1.29,main,special_metrics_long.csv:不良贷款率:p29,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
北京,2025,provisionCoverage,拨备覆盖率,200.21,,200.21,main,special_metrics_long.csv:拨备覆盖率:p29,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
北京,2025,cet1,核心一级资本充足率,8.37,,8.37,main,special_metrics_long.csv:核心一级资本充足率:p31,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
北京,2025,liquidityCoverageRatio,流动性覆盖率,170.99,,170.99,main,special_metrics_long.csv:流动性覆盖率:p29,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
南京,2025,roa,总资产收益率,0.7859,,0.78,main,special_metrics_long.csv:总资产收益率:p16,,matched,0.0059,0.007564,主表值与核验源在容忍阈值内，可进入主报告。
南京,2025,roe,净资产收益率,12.05,,12.05,main,special_metrics_long.csv:加权平均净资产收益率:p17,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
南京,2025,costIncomeRatio,成本收入比,26.07,,26.07,main,special_metrics_long.csv:成本收入比:p16,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
南京,2025,nim,净息差,1.82,,1.82,main,nim_long.csv:nim_pct:p16,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
南京,2025,npl,不良贷款率,0.83,,0.83,main,special_metrics_long.csv:不良贷款率:p16,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
南京,2025,provisionCoverage,拨备覆盖率,313.62,,313.62,main,special_metrics_long.csv:拨备覆盖率:p16,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
南京,2025,cet1,核心一级资本充足率,9.35,,9.35,main,special_metrics_long.csv:核心一级资本充足率:p16,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
南京,2025,liquidityCoverageRatio,流动性覆盖率,171.18,,171.18,main,special_metrics_long.csv:流动性覆盖率:p39,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
厦门,2025,roa,总资产收益率,0.6393,,0.64,main,special_metrics_long.csv:总资产收益率:p13,,matched,-0.0007,0.001094,主表值与核验源在容忍阈值内，可进入主报告。
厦门,2025,roe,净资产收益率,9.05,,9.05,main,special_metrics_long.csv:加权平均净资产收益率:p13,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
厦门,2025,costIncomeRatio,成本收入比,38.69,,38.69,main,special_metrics_long.csv:成本收入比:p14,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
厦门,2025,nim,净息差,1.09,,1.09,main,nim_long.csv:nim_pct:p31-32,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
厦门,2025,npl,不良贷款率,0.77,,0.77,main,special_metrics_long.csv:不良贷款率:p13,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
厦门,2025,provisionCoverage,拨备覆盖率,312.71,,312.71,main,special_metrics_long.csv:拨备覆盖率:p13,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
厦门,2025,cet1,核心一级资本充足率,8.58,,8.58,main,special_metrics_long.csv:核心一级资本充足率:p15,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
厦门,2025,liquidityCoverageRatio,流动性覆盖率,183.71,,183.71,main,special_metrics_long.csv:流动性覆盖率:p16,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
哈尔滨,2025,roa,总资产收益率,0.1307,,0.13,main,special_metrics_long.csv:总资产收益率:p10,,matched,0.0007,0.005385,主表值与核验源在容忍阈值内，可进入主报告。
哈尔滨,2025,roe,净资产收益率,1.13,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
哈尔滨,2025,costIncomeRatio,成本收入比,35.59,,35.59,main,special_metrics_long.csv:成本收入比(%):p10,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
哈尔滨,2025,nim,净息差,1.2,,1.2,main,nim_long.csv:nim_pct:p26,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
哈尔滨,2025,npl,不良贷款率,2.8,,,main,,special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
哈尔滨,2025,provisionCoverage,拨备覆盖率,198.26,,,main,,special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
哈尔滨,2025,cet1,核心一级资本充足率,8.48,,,main,,special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
哈尔滨,2025,liquidityCoverageRatio,流动性覆盖率,264.21,,,main,,liquidity_risk_long.csv;special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
天津,2025,roa,总资产收益率,0.4117,,0.41,main,special_metrics_long.csv:总资产收益率:p25,,matched,0.0017,0.004146,主表值与核验源在容忍阈值内，可进入主报告。
天津,2025,roe,净资产收益率,5.59,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
天津,2025,costIncomeRatio,成本收入比,27.66,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
天津,2025,nim,净息差,1.53,,1.53,main,nim_long.csv:nim_pct:p41,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
天津,2025,npl,不良贷款率,1.68,,,main,,special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
天津,2025,provisionCoverage,拨备覆盖率,171.56,,,main,,special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
天津,2025,cet1,核心一级资本充足率,9.08,,,main,,special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
天津,2025,liquidityCoverageRatio,流动性覆盖率,241.13,,,main,,liquidity_risk_long.csv;special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
威海,2025,roa,总资产收益率,0.5293,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
威海,2025,roe,净资产收益率,,,8.5,annual_report_scraped,special_metrics_long.csv:加权平均净资产收益率:p9,,filled_from_validation,,,主表缺值，核验源已有值；可作为补充值但需保留来源。
威海,2025,costIncomeRatio,成本收入比,22.84,,22.84,main,special_metrics_long.csv:成本收入比:p9,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
威海,2025,nim,净息差,1.68,,1.68,main,nim_long.csv:nim_pct:p9,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
威海,2025,npl,不良贷款率,1.41,,1.41,main,special_metrics_long.csv:不良贷款率:p8,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
威海,2025,provisionCoverage,拨备覆盖率,160.14,,160.14,main,special_metrics_long.csv:拨备覆盖率:p9,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
威海,2025,cet1,核心一级资本充足率,8.84,,8.84,main,special_metrics_long.csv:核心一级资本充足率:p57,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
威海,2025,liquidityCoverageRatio,流动性覆盖率,299.33,,,main,,liquidity_risk_long.csv;special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
宁波,2025,roa,总资产收益率,0.8744,,0.87,main,special_metrics_long.csv:总资产收益率:p10,,matched,0.0044,0.005057,主表值与核验源在容忍阈值内，可进入主报告。
宁波,2025,roe,净资产收益率,13.11,,13.11,main,special_metrics_long.csv:加权平均净资产收益率:p236,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
宁波,2025,costIncomeRatio,成本收入比,32.72,,32.72,main,special_metrics_long.csv:成本收入比:p10,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
宁波,2025,nim,净息差,1.74,,1.74,main,nim_long.csv:nim_pct:p19,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
宁波,2025,npl,不良贷款率,0.76,,0.76,main,special_metrics_long.csv:不良贷款率:p10,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
宁波,2025,provisionCoverage,拨备覆盖率,373.16,,373.16,main,special_metrics_long.csv:拨备覆盖率:p10,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
宁波,2025,cet1,核心一级资本充足率,9.34,,9.34,main,special_metrics_long.csv:核心一级资本充足率:p10,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
宁波,2025,liquidityCoverageRatio,流动性覆盖率,144.79,,144.79,main,special_metrics_long.csv:流动性覆盖率:p10,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
宜宾市,2025,roa,总资产收益率,,,0.48,annual_report_scraped,special_metrics_long.csv:总资产收益率:p16,,filled_from_validation,,,主表缺值，核验源已有值；可作为补充值但需保留来源。
宜宾市,2025,roe,净资产收益率,,,5.2,annual_report_scraped,special_metrics_long.csv:加权平均净资产收益率:p16,,filled_from_validation,,,主表缺值，核验源已有值；可作为补充值但需保留来源。
宜宾市,2025,costIncomeRatio,成本收入比,30.85,,30.85,main,special_metrics_long.csv:成本收入比:p16,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
宜宾市,2025,nim,净息差,1.85,,1.85,main,nim_long.csv:nim_pct:p22,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
宜宾市,2025,npl,不良贷款率,1.65,,1.65,main,special_metrics_long.csv:不良贷款率:p16,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
宜宾市,2025,provisionCoverage,拨备覆盖率,273.36,,273.36,main,special_metrics_long.csv:拨备覆盖率:p16,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
宜宾市,2025,cet1,核心一级资本充足率,12.71,,12.71,main,special_metrics_long.csv:核心一级资本充足率:p16,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
宜宾市,2025,liquidityCoverageRatio,流动性覆盖率,,,,,,liquidity_risk_long.csv;special_metrics_long.csv,missing,,,三源均未形成可核验值，不能进入强结论。
徽商,2025,roa,总资产收益率,0.7801,,0.78,main,special_metrics_long.csv:总资产收益率:p15,,matched,0.0001,0.000128,主表值与核验源在容忍阈值内，可进入主报告。
徽商,2025,roe,净资产收益率,,,,,,,missing,,,三源均未形成可核验值，不能进入强结论。
徽商,2025,costIncomeRatio,成本收入比,29.07,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
徽商,2025,nim,净息差,1.49,,1.49,main,nim_long.csv:nim_pct:p24,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
徽商,2025,npl,不良贷款率,0.98,,0.98,main,special_metrics_long.csv:不良贷款率:p15,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
徽商,2025,provisionCoverage,拨备覆盖率,278.79,,278.79,main,special_metrics_long.csv:拨备覆盖率:p15,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
徽商,2025,cet1,核心一级资本充足率,9.89,,9.89,main,special_metrics_long.csv:核心一级资本充足率:p15,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
徽商,2025,liquidityCoverageRatio,流动性覆盖率,291.47,,291.47,main,special_metrics_long.csv:流动性覆盖率:p60,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
成都,2025,roa,总资产收益率,1.0031,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
成都,2025,roe,净资产收益率,15.39,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
成都,2025,costIncomeRatio,成本收入比,23.73,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
成都,2025,nim,净息差,1.59,,,main,,nim_long.csv;special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
成都,2025,npl,不良贷款率,0.68,,,main,,special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
成都,2025,provisionCoverage,拨备覆盖率,426.17,,,main,,special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
成都,2025,cet1,核心一级资本充足率,8.91,,,main,,special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
成都,2025,liquidityCoverageRatio,流动性覆盖率,164.74,,,main,,liquidity_risk_long.csv;special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
晋商,2025,roa,总资产收益率,0.4324,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
晋商,2025,roe,净资产收益率,6.06,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
晋商,2025,costIncomeRatio,成本收入比,38.11,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
晋商,2025,nim,净息差,1.07,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
晋商,2025,npl,不良贷款率,1.95,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
晋商,2025,provisionCoverage,拨备覆盖率,191.0,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
晋商,2025,cet1,核心一级资本充足率,10.46,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
晋商,2025,liquidityCoverageRatio,流动性覆盖率,178.84,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
杭州,2025,roa,总资产收益率,0.8504,,0.85,main,special_metrics_long.csv:总资产收益率:p14,,matched,0.0004,0.000471,主表值与核验源在容忍阈值内，可进入主报告。
杭州,2025,roe,净资产收益率,14.65,,14.65,main,special_metrics_long.csv:净资产收益率:p14,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
杭州,2025,costIncomeRatio,成本收入比,30.03,,30.03,main,special_metrics_long.csv:成本收入比(%):p14,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
杭州,2025,nim,净息差,1.36,,1.36,main,nim_long.csv:nim_pct:p19,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
杭州,2025,npl,不良贷款率,0.76,,0.76,main,special_metrics_long.csv:不良贷款率(%):p15,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
杭州,2025,provisionCoverage,拨备覆盖率,502.24,,502.24,main,special_metrics_long.csv:拨备覆盖率(%):p15,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
杭州,2025,cet1,核心一级资本充足率,9.59,,9.59,main,special_metrics_long.csv:核心一级资本充足率(%):p15,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
杭州,2025,liquidityCoverageRatio,流动性覆盖率,223.09,,223.09,main,special_metrics_long.csv:流动性覆盖率(%):p15,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江苏,2025,roa,总资产收益率,0.8169,,0.82,main,special_metrics_long.csv:总资产收益率:p17,,matched,-0.0031,0.00378,主表值与核验源在容忍阈值内，可进入主报告。
江苏,2025,roe,净资产收益率,13.14,,13.14,main,special_metrics_long.csv:净资产收益率:p17,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江苏,2025,costIncomeRatio,成本收入比,26.67,,26.67,main,special_metrics_long.csv:成本收入比(%):p17,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江苏,2025,nim,净息差,1.73,,1.73,main,nim_long.csv:nim_pct:p23,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江苏,2025,npl,不良贷款率,0.84,,0.84,main,special_metrics_long.csv:不良贷款率(%):p19,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江苏,2025,provisionCoverage,拨备覆盖率,322.98,,322.98,main,special_metrics_long.csv:拨备覆盖率(%):p19,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江苏,2025,cet1,核心一级资本充足率,8.93,,8.93,main,special_metrics_long.csv:核心一级资本充足率(%):p19,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江苏,2025,liquidityCoverageRatio,流动性覆盖率,203.22,,203.22,main,special_metrics_long.csv:流动性覆盖率(%):p22,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江西,2025,roa,总资产收益率,0.181,,0.18,main,special_metrics_long.csv:总资产收益率:p8,,matched,0.001,0.005556,主表值与核验源在容忍阈值内，可进入主报告。
江西,2025,roe,净资产收益率,1.52,,1.52,main,special_metrics_long.csv:加权平均净资产收益率:p8,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江西,2025,costIncomeRatio,成本收入比,33.33,,33.33,main,special_metrics_long.csv:成本收入比:p8,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江西,2025,nim,净息差,1.41,,1.41,main,nim_long.csv:nim_pct:p8,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江西,2025,npl,不良贷款率,2.0,,2.0,main,special_metrics_long.csv:不良贷款率:p41,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江西,2025,provisionCoverage,拨备覆盖率,161.95,,161.95,main,special_metrics_long.csv:拨备覆盖率:p8,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江西,2025,cet1,核心一级资本充足率,8.6,,8.6,main,special_metrics_long.csv:核心一级资本充足率:p77,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
江西,2025,liquidityCoverageRatio,流动性覆盖率,314.3,,314.3,main,special_metrics_long.csv:流动性覆盖率:p71,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
泸州,2025,roa,总资产收益率,0.826,,,main,,,main_only,,,主表已有值，核验源暂缺；正式报告保留主数据口径说明。
泸州,2025,roe,净资产收益率,12.06,,12.06,main,special_metrics_long.csv:加权平均净资产收益率:p7,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
泸州,2025,costIncomeRatio,成本收入比,40.67,,40.67,main,special_metrics_long.csv:成本收入比:p7,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
泸州,2025,nim,净息差,2.49,,2.49,main,nim_long.csv:nim_pct:p7,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
泸州,2025,npl,不良贷款率,1.18,,1.18,main,special_metrics_long.csv:不良贷款率:p7,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
泸州,2025,provisionCoverage,拨备覆盖率,415.24,,415.24,main,special_metrics_long.csv:拨备覆盖率:p7,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
泸州,2025,cet1,核心一级资本充足率,8.27,,8.27,main,special_metrics_long.csv:核心一级资本充足率:p7,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
泸州,2025,liquidityCoverageRatio,流动性覆盖率,280.28,,,main,,liquidity_risk_long.csv;special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
甘肃,2025,roa,总资产收益率,,,,,,,missing,,,三源均未形成可核验值，不能进入强结论。
甘肃,2025,roe,净资产收益率,,,1.73,annual_report_scraped,special_metrics_long.csv:加权平均净资产收益率:p14,,filled_from_validation,,,主表缺值，核验源已有值；可作为补充值但需保留来源。
甘肃,2025,costIncomeRatio,成本收入比,41.6,,41.6,main,special_metrics_long.csv:成本收入比:p14,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
甘肃,2025,nim,净息差,1.09,,1.09,main,nim_long.csv:nim_pct:p20,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
甘肃,2025,npl,不良贷款率,1.93,,1.93,main,special_metrics_long.csv:不良贷款率:p14,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
甘肃,2025,provisionCoverage,拨备覆盖率,130.83,,130.83,main,special_metrics_long.csv:拨备覆盖率:p14,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
甘肃,2025,cet1,核心一级资本充足率,11.07,,11.07,main,special_metrics_long.csv:核心一级资本充足率:p14,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
甘肃,2025,liquidityCoverageRatio,流动性覆盖率,234.01,,,main,,liquidity_risk_long.csv;special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
苏州,2025,roa,总资产收益率,0.7522,,0.75,main,special_metrics_long.csv:总资产收益率:p15,,matched,0.0022,0.002933,主表值与核验源在容忍阈值内，可进入主报告。
苏州,2025,roe,净资产收益率,10.66,,10.66,main,special_metrics_long.csv:净资产收益率:p15,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州,2025,costIncomeRatio,成本收入比,34.99,,34.99,main,special_metrics_long.csv:成本收入比(%):p15,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州,2025,nim,净息差,1.33,,1.33,main,nim_long.csv:nim_pct:p15,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州,2025,npl,不良贷款率,0.82,,0.82,main,special_metrics_long.csv:不良贷款率(%):p15,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州,2025,provisionCoverage,拨备覆盖率,418.6,,418.6,main,special_metrics_long.csv:拨备覆盖率(%):p15,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州,2025,cet1,核心一级资本充足率,9.53,,9.53,main,special_metrics_long.csv:核心一级资本充足率(%):p15,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
苏州,2025,liquidityCoverageRatio,流动性覆盖率,217.74,,217.74,main,special_metrics_long.csv:流动性覆盖率(%):p15,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
西安,2025,roa,总资产收益率,0.5198,,0.52,main,special_metrics_long.csv:总资产收益率:p14,,matched,-0.0002,0.000385,主表值与核验源在容忍阈值内，可进入主报告。
西安,2025,roe,净资产收益率,7.74,,7.74,main,special_metrics_long.csv:加权平均净资产收益率:p14,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
西安,2025,costIncomeRatio,成本收入比,20.67,,20.67,main,special_metrics_long.csv:成本收入比(%):p14,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
西安,2025,nim,净息差,1.85,,1.85,main,nim_long.csv:nim_pct:p30,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
西安,2025,npl,不良贷款率,1.65,,1.65,main,special_metrics_long.csv:不良贷款率(%):p14,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
西安,2025,provisionCoverage,拨备覆盖率,214.62,,214.62,main,special_metrics_long.csv:拨备覆盖率(%):p14,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
西安,2025,cet1,核心一级资本充足率,9.15,,9.15,main,special_metrics_long.csv:核心一级资本充足率(%):p14,special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
西安,2025,liquidityCoverageRatio,流动性覆盖率,579.46,,579.46,main,special_metrics_long.csv:流动性覆盖率(%):p17,liquidity_risk_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
贵州,2025,roa,总资产收益率,0.67,,0.67,main,special_metrics_long.csv:总资产收益率:p15,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
贵州,2025,roe,净资产收益率,,,,,,,missing,,,三源均未形成可核验值，不能进入强结论。
贵州,2025,costIncomeRatio,成本收入比,28.9,,28.9,main,special_metrics_long.csv:成本收入比(%):p15,,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
贵州,2025,nim,净息差,1.88,,1.88,main,nim_long.csv:nim_pct:p25,nim_long.csv;special_metrics_long.csv,matched,0.0,0.0,主表值与核验源在容忍阈值内，可进入主报告。
贵州,2025,npl,不良贷款率,1.65,,,main,,special_metrics_long.csv,scraped_pending_fieldization,,,主表已有值，年报有相关明细但暂未稳定映射到该字段。
